,text,labels
2662,  i do not know i am hoeless so i do not know where they congregate,offensive
2663,  how about darkskin dykes,offensive
2664,    thot is a childish word  up and call that bitch a hoe ,offensive
2665,    yas bitch  do not have too much fun,offensive
2666,    did that bitch from frozen ever let it go,offensive
2667,it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry  ,offensive
2668,    fuck a nigga and a bitch,offensive
2669,idk how i have friends i am so blunt and sarcastic people probably think i am a raging bitch,offensive
2670,dont show me no bitch unless she look like dolly parton,offensive
2671,it pissrs me tf off when i call you back a half a second later nd you dont answer you a bitch ass nigga for that,offensive
2672,  have fun getting deported you fucking faggot,offensive
2673,  aye hoe,offensive
2674,    cannot wait to eat     and see my   friends bring on those damn yellow penguins  ,offensive
2675,  lmao do not fight me you do not know my ghetto ass school dude i highly doubt that since i do not give a fuck about it,offensive
2676,  i am rich dave chappelle voice signed   ped users  say bitch you pussy,offensive
2677,    if you buy tickets for transformers 3d they just lock you in an aluminum trash can and toss you from an overpass into rus ,non_offensive
2678,why you worried bout a bitch weed clothessex game system partieschillin  but no job,offensive
2679,    niggas loose they down bitch for a bitch who down to snitch  ,offensive
2680,im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,offensive
2681,nooo not sailor moon and squad in the club w all my bitches lookin good httpstcos6yj748if1,offensive
2682,bitch killa gone be dacing in that bitch cdfu,offensive
2683,    wayne really treat nicki like that is his bitch  ,offensive
2684,damn some oreos would be so fucking clutch right now,offensive
2685,pretty girls wit bird brainswhat a waste smh,non_offensive
2686,did not know alberta had brampton bitches  ,offensive
2687,    goodbye you faggot httptcoojkzjkgvxl,offensive
2688,i just getting started oh ya we got it bitch,offensive
2689,  thats my fav part on take care  album trash,non_offensive
2690,everything do not deserve a reaction so do not think because you do something that i am jumpno bitch i am focused on money not your sad ass,offensive
2691,cannot turn a hoe into a house wife  ,offensive
2692,    it does not matter who i make out with in spin the bottle because i only invite the hottest bitches to play  ,offensive
2693,    hell yea bitch,offensive
2694,what is worse than jury duty is the confirmation you get while serving that the general public is retarded,offensive
2695,    21 hoes,non_offensive
2696,    or feet       yea i got big hands lol i am a big bitch 510 lol i am not gon have small hands  ,offensive
2697,fake ass hoes all around,offensive
2698,  i am always amazed at your resilience to keep on going into the night shift is it really better than the to ghetto,offensive
2699,karma is a bitch,offensive
2700,it is beanie weather bitches   httptcouy012hkz9q,offensive
2701,    good riddance bitches   httptcodeqbjlftxz,offensive
2702,i be try a log on to ig an like pics but bitches dont be posting no pics,offensive
2703,it is the most hillbilly thought ever a thing is a way one time or to one audience and therefore it must be that way always,non_offensive
2704,cay said well bitch i thot you was on house arrest so you aint walking no where   i hate her,offensive
2705,is it just me or is hicks saying bung beds  ,non_offensive
2706,i was down for a minute  them bitches left a nigga them hoes forgot about me  like they neva met a nigga,offensive
2707,  with your height yeah chunky bitch,offensive
2708,    bitches in middle school be like httptco8hdtphph51,offensive
2709,ugh i cannot stand a bitch that smokes black amp milds they make me itch,offensive
2710,      kissin small lips is trash lol  yessssss,non_offensive
2711,you cannot treat these hoes like ladies,offensive
2712,  shut your mouth you little fuckin bitch,offensive
2713,these days bitches be just letting anyone hit raw ,offensive
2714,  bruh bruh that bitch aint loyal ,offensive
2715,thats some hoe shit doe,offensive
2716,    beyonc  seems like a bitch,offensive
2717,    i hate when ppl say hoes are not loyal they supposed to be  ,offensive
2718,    mt     is paid by white supremacist they always get a negro to do their dirty work  ,offensive
2719,and niccas are 38 hot if they paid 20 bucks for that payperview,offensive
2720,fuck your dreads fire it up hoe rt while we watch this is the end,offensive
2721,    now bitches gonna think just because they are married they are better than every female that is not smh,offensive
2722,do not make me take yo bitch nigga  ,offensive
2723,sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,offensive
2724,  girl that is all these hos need they do not care  ,offensive
2725,  bring it bitch,offensive
2726,add my snapchat lil bitch trevaughn3,offensive
2727,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head,non_offensive
2728,yous a bitch ass nigga   rt i push the tape bac till around labor day weekend turn up ,offensive
2729,if you aint a hoe get up out my trap house   ,offensive
2730,guysssss you know what that means     maaan  most of my friends are hoes this cannot be true  ,offensive
2731, waaaaittt niggah holllllup   these niggahs come to town start wifen my old sluts   ,offensive
2732,  suck it up pussy,offensive
2733,this bitch is talking to herself who the fuck does that bitch u need help with yo im hearing vocies in my head  ,offensive
2734,whheeet bitch you lying,offensive
2735,    i am a cool ass nigga lbsit is rare if a mf do not like menigga you either hating or mad cus yo bitch choosing  ,offensive
2736,    you put my number on blocklist how can i stop this convert them mfs i will make all them hoes topless  ,offensive
2737,women want a best man holiday type of nigga meanwhile you have mad thot pics on ya gram talking about this could be us bitch die,offensive
2738,    these bitches love wyandanch niggas i tell you  i always see yall ot bitches out here wit them  but keep frontin for t ,offensive
2739,    you all virgo bitches gotta chill thinking you all beyonc   ,offensive
2740,    females now a days do not like to do anything freaky because  you niggas gossip about it like bitches ,offensive
2741,    that is where i get my yellow flags for being amazing   hell yeah niggy,offensive
2742,he got a cousin named jason that rock da gary paytonnow da same triflin bitches an hiv patient,offensive
2743,    no homo bro love ya to lets get some 151 an some malibu rum tech 9 this bitch haha,offensive
2744,      good pussy change ya life  ,offensive
2745,charlie clips vs yung ill review httptcotwhj0w1qjq,non_offensive
2746,      i cannot remember all the girls i have smashed   on god  shit  not technically it takes  ,offensive
2747,my dog just lifted her leg to pee she is such a butch bitch,offensive
2748,charlie rangel some republicans believe that slavery is not over  truth revolt httptconpbdpk0cqz bam race card vote democrats out,non_offensive
2749,not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch,offensive
2750,seriously reading thriller like books spook me more than most horror movies  ,non_offensive
2751,    it is annoying when ppl follow to unfollow like bitch i was trying to be considerate  ,offensive
2752,    you a hoe if ya grandma got a tattoo,offensive
2753,  yo fuck skateboarding all you all some wood pushing faggots man ball is life httptcovbczp6hmt7 ,offensive
2754,  i have had to do it in multiple classes aint really that rare also do not call your teacher a bitch on twitter,offensive
2755,    these 5th grade hoes aint loyal httptcohhpruzxr0j,offensive
2756,  tattoo our bitches to corrupt as many men as possible to   and being a      ,offensive
2757,came home and found my cat sleeping on my pillow c i love that niggah,offensive
2758,cnt nobody be mad at who he choose to be with i cannot be mad at no bitch its the nigga so hay,offensive
2759,most them niccas i thought was real tried to derail me,offensive
2760, that fb profile checker thing fake then a mf  i just added some bitch yesterday and it had me on the top  fuck fr ,offensive
2761,      el republicano charlie baker elegido gobernador de massachusetts     httptcoqkbwq ,non_offensive
2762,this bitch think she cool with her jordan 6 rings get the fuck on,offensive
2763,my cat is fighting the street cat carry through the glass in my room what the hell    ,offensive
2764,oh hell yeah lol       you know that nicca injury prone,offensive
2765,i need a heated bra because my nips hurt so bad,non_offensive
